Date,CVX,XOM,IBM,GE,MSFT,MMM,WMT,BA,VZ,UNH,AAPL,TRV,MCD,KO,JPM,HD,NKE,DIS,JNJ,PFE,UTX,CSCO,DD,MRK,PG,AXP,CAT,INTC,GS
2005-01-25,35.030384999999995,38.155914,72.596316,23.680095,19.924043,60.989906999999995,41.213665,37.629402,18.198081,39.34195,4.687619000000001,27.774720000000002,22.346232999999998,14.504898,27.046234000000002,30.262064000000002,9.212631,24.249444,44.87721,15.112538,38.186355999999996,14.984096,29.280946999999998,19.336263,39.935693,38.961667999999996,33.130063,15.760557,89.899752
2005-01-26,35.360611,38.430951,72.40732,23.540801000000002,19.916385000000002,61.431755,41.213665,37.644502,18.460942000000003,39.364368,4.700631,28.180629999999997,22.381214,14.659654000000002,27.024221999999998,30.381411,9.133258999999999,24.064204999999998,45.532198,15.112538,38.661863000000004,15.138131,29.218083,19.473709,39.72788,38.713784999999994,33.357033,15.87384,90.249354
2005-01-27,35.704046000000005,38.468117,72.430949,23.620397,19.992957999999998,61.041456000000004,41.058962,38.482557,18.132367000000002,39.660272,4.726004,28.090426,22.472165,14.687791,26.96552,30.329196999999997,9.272697,23.828446,45.229354,15.16785,39.17572,15.557445999999999,29.526106,19.479957000000002,39.641890000000004,38.48048,31.673071999999998,15.795957000000001,90.896113
2005-01-28,35.479492,38.111312,73.147538,23.713260000000002,20.046557999999997,61.306566000000004,40.556166,37.689801,18.036322,39.521287,4.813185,27.737137,22.38821,14.592827999999999,27.148959,30.142715999999997,9.276988000000001,23.769508,45.511070000000004,14.965039,39.114362,15.317836999999999,29.689546999999997,17.505720999999998,38.803478000000005,38.495061,32.017185999999995,15.746395999999999,92.748998
2005-01-31,35.9286,38.356614,73.56489300000001,23.965317000000002,20.12313,62.123987,40.532961,38.203204,17.990826000000002,39.857543,5.0031620000000006,28.218214,22.661066,14.592827999999999,27.3911,30.776749,9.292003999999999,24.106306,45.567409000000005,14.848268,38.608177000000005,15.437642000000002,29.896991999999997,17.524463,38.144211999999996,38.896051,32.617554,15.895081,94.261016
2005-02-01,36.423939000000004,39.598002,73.91137900000001,24.064812,20.207358,61.917792000000006,40.695402,38.535407,18.137421,40.655590000000004,5.044151,28.902246,22.374217,14.568206,27.515837,30.687239,9.339199,24.249444,46.074496999999994,14.663894,38.355082,15.514657999999999,30.079287,17.387017,37.886238,41.374901,32.990955,16.022524,94.74171899999999
2005-02-02,36.674909,40.088609999999996,74.257865,24.044914000000002,20.260959,61.372841,41.043490999999996,39.433861,18.137421,40.350718,5.180778,28.541438,22.227295,14.744066,27.530511999999998,30.806587,9.299512,24.274704999999997,46.482985,14.792956,38.205528,15.531773000000001,30.274159,17.780614,38.266034000000005,40.660408000000004,33.316764,15.987123,94.907775
2005-02-03,37.143832,40.527184000000005,73.659391,23.925518,20.046557999999997,61.372841,41.321959,39.260211,18.147531,40.601788,5.062368,28.864663,22.430189000000002,14.680757999999999,27.435122999999997,31.007986,9.288786,24.249444,46.236484999999995,14.694623000000002,38.539151000000004,14.992654000000002,30.236441999999997,17.749377,38.151379,40.397943,33.605965999999995,15.901857999999999,95.038876
2005-02-04,37.474058,41.09956,74.423232,24.044914000000002,20.153758,61.917792000000006,41.352901,39.698114000000004,18.627760000000002,41.144281,5.12938,29.067615000000004,22.787,14.937512,27.655248999999998,31.642019,9.335982000000001,24.678860999999998,46.652012,14.891288000000001,39.00699,15.317836999999999,30.619898,17.711891,37.70709,40.696862,33.642573,16.342392999999998,96.157597
2005-02-07,37.157039000000005,41.181329,74.438979,24.031647,20.031243,61.770506000000005,41.391577000000005,39.637713,18.536768,39.870993,5.135886,29.308156,22.933922,14.944547,27.860703000000004,31.716613,9.245882,25.158798,46.799912,15.309203,38.41644,15.540329999999999,30.990779999999997,17.761872,37.642596000000005,40.507304,33.444891,16.278444,95.78177600000001
2005-02-08,37.381593,41.666866999999996,74.265407,24.164309,20.092501000000002,62.10925600000001,41.151784,40.392717,18.425558,39.844093,5.2634050000000006,29.232986,22.682054,15.000822,27.706612,31.366028000000004,9.004545,25.125118,46.715401,15.702535000000001,38.730888,15.608789999999999,31.160508,17.993032,37.248471,40.150057000000004,33.488821,16.633713,97.494824
2005-02-09,37.090995,41.487592,73.13718399999999,23.938785,19.962328,61.38020600000001,40.625784,41.052654,18.228410999999998,39.086396,5.1228739999999995,28.601571000000003,22.367221,15.03951,27.515837,31.224303999999997,8.930536,24.712541,46.616801,15.510588,38.539151000000004,15.086785,31.223370000000003,17.930557,36.911671999999996,39.931336,33.181314,16.555554,97.407418
2005-02-10,37.909957,42.08518,73.184527,23.912252,19.954670999999998,61.785237,40.424664,40.855432,18.218301,39.467484999999996,5.0981510000000005,29.157819,22.458172,14.948063000000001,27.47915,31.604723,9.005618,24.712541,46.57454,15.510588,39.367457,15.043998,31.826842,17.968042,36.990497,40.179219,33.701144,16.697662,98.5611
2005-02-11,38.411899,41.913373,73.610569,24.031647,19.885756,61.888335,40.3009,41.067825,18.354786999999998,39.34195,5.283574,29.616346000000004,22.563118,15.03951,27.501161,31.932931,9.079628,24.704122,47.108577000000004,15.572506,38.884279,15.146689000000002,32.345893,18.249182,37.370293,40.237547,33.964721000000004,17.173723000000003,98.5611
2005-02-14,38.644658,42.451204,73.823587,24.091345,19.916385000000002,62.308091000000005,40.339579,40.991971,18.294127,39.879958,5.506081,29.338221,22.814985999999998,15.074682999999999,27.515837,31.791203999999997,9.139694,24.746221,46.684177000000005,15.776836999999999,38.845932,15.377738,32.415521000000005,18.374135,37.764419000000004,39.807395,33.759718,17.273198,97.861903
2005-02-15,38.684558,42.51843,74.423204,24.137776000000002,19.916386,63.324342,40.765019,41.287805,18.329513000000002,40.440385,5.752011,29.232986,23.199783,15.000822,27.552524,31.873256,9.148275,24.906201,46.620519,15.615848999999999,39.409636,15.334952,32.757337,18.336648999999998,38.32336,39.734486,33.496140999999994,17.386884,98.508662
2005-02-16,39.569044,43.683729,74.652005,24.025015,19.808854999999998,63.92084200000001,40.687665,40.900943,18.258743,40.292435,5.863915,28.789492,22.807988,15.229439000000001,27.3911,31.604723,9.163292,24.695701,46.500268,15.448670000000002,39.609901,15.155245,33.200432,18.130479,38.20154,39.821976,33.876863,17.152406,98.124099
2005-02-17,38.977171000000006,43.422284999999995,73.965602,23.898985,19.701322,63.118147,40.765019,40.703722,18.036322,39.911342,5.712974,28.917279999999998,22.591104,15.123923000000001,26.987532,31.187009000000003,9.138621,24.712541,46.224407,15.516779999999999,39.089985999999996,14.932751999999999,33.111813,18.02427,38.215872,39.734486,33.613285999999995,16.790031,96.664519
2005-02-18,39.722,44.378426,73.586895,23.79949,19.570748000000002,63.000323,40.78049,40.036198,17.849285000000002,39.924795,5.647913,28.669223,22.61909,15.109854,26.789416999999997,31.343652000000002,9.171873,24.468363,46.280995000000004,16.594162,38.862765,14.804389000000002,34.149921,20.373361,38.337692,39.464729999999996,33.254529,17.067142,95.266118
2005-02-22,39.46264,43.511922,72.837379,23.447936,19.378726999999998,61.903061,40.223548,39.558315,17.88467,38.960861,5.549022,28.496336,22.353229000000002,15.050061999999999,26.363840999999997,30.045746,8.999183,23.937907,46.026354,16.464133,37.988534,14.812947,33.434638,19.498699,37.441951,39.209554,32.749342,16.882402,94.269758
2005-02-23,40.007961,44.385894,72.66380600000001,23.394872,19.355686,62.110293000000006,39.914134999999995,39.990687,17.970606,39.610954,5.740298999999999,28.669223,22.696047,14.976201999999999,26.767406,29.650408000000002,9.106442999999999,24.123146,46.266851,16.290761,38.416021,14.787276,33.744806,19.842316,38.330527000000004,39.362658,33.11542,16.562659,95.362259
2005-02-24,40.672987,45.663242,73.089848,23.728607999999998,19.48626,62.36933199999999,39.805841,40.916115000000005,17.945331,40.03688,5.785842,28.736875,22.842972,15.004339000000002,26.914157,29.553437,9.278061,23.702148,46.606369,16.346488,38.520003,14.701701000000002,33.890392999999996,19.98601,38.574169,39.625126,34.103832000000004,16.83977,94.82911800000001
2005-02-25,41.191705999999996,47.25432,73.216086,23.775331,19.394089,62.613569999999996,39.829049,41.712593,18.299183,40.973912,5.789746,29.180367999999998,23.073849,15.130957999999998,27.126946999999998,30.269525,9.358506,23.483229,46.839791,16.631313000000002,38.905126,14.718816,34.15625,19.929782,38.83214,39.792811,34.71152,17.11688,96.227518
